Source,Target,Weight,Type
10,31,8.453509e-01,directed
10,32,3.273050e-01,directed
10,34,2.506068e-01,directed
10,37,3.818789e-01,directed
10,38,2.146864e-01,directed
10,39,4.320062e-01,directed
10,40,2.254407e-01,directed
10,41,2.960316e-01,directed
10,43,3.671977e-01,directed
10,44,2.768339e-01,directed
11,7,1.272125e-01,directed
11,10,7.639215e-01,directed
11,12,9.778432e-01,directed
11,13,9.940302e-01,directed
11,14,8.904916e-01,directed
11,15,1.191675e-02,directed
11,18,3.703704e-02,directed
11,25,5.720274e-02,directed
11,26,4.536627e-01,directed
11,30,8.762992e-01,directed
11,31,3.457064e-02,directed
11,32,9.289118e-01,directed
11,34,8.834091e-01,directed
11,37,9.736767e-01,directed
11,39,2.455710e-02,directed
11,40,1.046676e-01,directed
11,41,9.002610e-02,directed
11,43,1,directed
11,44,1,directed
12,1,4.394970e-01,directed
12,5,4.394970e-01,directed
12,11,5.295085e-02,directed
12,13,3.225009e-01,directed
12,14,8.904916e-01,directed
12,15,9.971449e-01,directed
12,18,1.373369e-02,directed
12,24,8.762992e-01,directed
12,26,2.495857e-01,directed
12,29,9.456603e-01,directed
12,37,3.249947e-01,directed
12,39,9.940302e-01,directed
12,41,2.827985e-02,directed
12,43,1,directed
12,44,4.664221e-02,directed
13,3,7.352847e-01,directed
13,6,4.260987e-01,directed
13,7,8.154359e-02,directed
13,8,1.246818e-01,directed
13,10,7.639215e-01,directed
13,11,1.455100e-01,directed
13,12,9.778432e-01,directed
13,14,8.904916e-01,directed
13,15,1.160726e-01,directed
13,16,3.619877e-01,directed
13,17,3.619877e-01,directed
13,18,1,directed
13,22,5.786573e-01,directed
13,26,5.349764e-02,directed
13,29,9.456603e-01,directed
13,32,4.737404e-03,directed
13,34,5.411124e-02,directed
13,37,9.736767e-01,directed
13,38,7.352847e-01,directed
13,39,9.940302e-01,directed
13,40,9.289118e-01,directed
13,41,9.979428e-01,directed
13,43,7.582565e-02,directed
13,44,1.320428e-02,directed
14,8,8.904916e-01,directed
14,11,9.514466e-03,directed
14,12,1.285927e-02,directed
14,13,2.082818e-01,directed
14,15,9.380051e-02,directed
14,18,1.402418e-01,directed
14,26,7.020761e-02,directed
14,29,5.509268e-03,directed
14,30,8.762992e-01,directed
14,37,1.126145e-01,directed
14,38,7.352847e-01,directed
14,39,9.940302e-01,directed
14,40,3.733622e-02,directed
14,41,6.582409e-02,directed
14,43,1.320428e-02,directed
14,44,2.603771e-02,directed
15,6,4.260987e-01,directed
15,7,1.505242e-01,directed
15,8,7.955004e-02,directed
15,12,1.906390e-01,directed
15,13,7.752584e-02,directed
15,18,2.198622e-02,directed
15,24,8.762992e-01,directed
15,25,3.023397e-02,directed
15,26,4.467080e-02,directed
15,32,9.289118e-01,directed
15,34,8.834091e-01,directed
15,37,9.736767e-01,directed
15,39,2.006792e-02,directed
15,41,3.525983e-02,directed
15,43,1.273487e-01,directed
15,44,1,directed
16,1,2.408649e-01,directed
16,3,5.752847e-01,directed
16,5,2.408649e-01,directed
16,6,2.246625e-01,directed
16,7,9.561470e-01,directed
16,8,8.904916e-01,directed
16,10,3.610493e-01,directed
16,11,6.678580e-01,directed
16,12,6.832486e-01,directed
16,13,6.548881e-01,directed
16,14,5.781244e-01,directed
16,15,6.580028e-01,directed
16,17,1.736111e-01,directed
16,18,6.765548e-01,directed
16,22,3.800252e-01,directed
16,24,8.762992e-01,directed
16,25,9.038377e-01,directed
16,26,7.043590e-01,directed
16,29,9.456603e-01,directed
16,30,4.981674e-01,directed
16,31,5.779702e-01,directed
16,32,6.321243e-01,directed
16,34,5.826058e-01,directed
16,37,6.737790e-01,directed
16,38,3.440411e-01,directed
16,39,6.879473e-01,directed
16,40,6.971180e-01,directed
16,41,7.140592e-01,directed
16,43,6.642354e-01,directed
16,44,6.749888e-01,directed
16,45,1.827721e-01,directed
16,47,1.827721e-01,directed
17,1,2.511205e-01,directed
17,3,5.442923e-01,directed
17,5,2.511205e-01,directed
17,6,1.632345e-01,directed
17,7,6.203823e-01,directed
17,8,8.904916e-01,directed
17,10,5.010574e-01,directed
17,11,6.581950e-01,directed
17,12,9.778432e-01,directed
17,13,6.932268e-01,directed
17,14,5.781244e-01,directed
17,15,9.971449e-01,directed
17,16,1.827721e-01,directed
17,18,6.939171e-01,directed
17,22,1.765786e-01,directed
17,24,5.674556e-01,directed
17,25,5.937837e-01,directed
17,26,9.957275e-01,directed
17,29,9.456603e-01,directed
17,30,8.762992e-01,directed
17,31,5.836491e-01,directed
17,32,9.289118e-01,directed
17,34,5.826058e-01,directed
17,37,6.737790e-01,directed
17,38,5.442923e-01,directed
17,39,9.940302e-01,directed
17,40,5.570297e-01,directed
17,41,7.303446e-01,directed
17,43,6.642354e-01,directed
17,44,1,directed
17,45,1.827721e-01,directed
17,47,1.827721e-01,directed
18,8,8.904916e-01,directed
18,11,5.295085e-02,directed
18,12,6.467722e-04,directed
18,13,5.180040e-02,directed
18,15,1.994846e-02,directed
18,24,8.762992e-01,directed
18,26,4.819728e-02,directed
18,29,9.456603e-01,directed
18,30,2.938515e-04,directed
18,32,9.289118e-01,directed
18,34,8.834091e-01,directed
18,37,3.941514e-02,directed
18,39,9.940302e-01,directed
18,40,4.983130e-02,directed
18,41,9.979428e-01,directed
18,43,1,directed
18,44,2.280357e-02,directed
19,1,2.485046e-01,directed
19,3,4.619060e-01,directed
19,5,2.485046e-01,directed
19,6,2.274666e-01,directed
19,7,9.561470e-01,directed
19,8,5.676097e-01,directed
19,10,4.905429e-01,directed
19,11,9.798688e-01,directed
19,12,9.778432e-01,directed
19,13,6.932268e-01,directed
19,14,5.946553e-01,directed
19,15,6.474995e-01,directed
19,16,1.827721e-01,directed
19,17,1.803389e-01,directed
19,18,6.996090e-01,directed
19,22,3.800252e-01,directed
19,24,5.405346e-01,directed
19,25,5.788264e-01,directed
19,26,9.957275e-01,directed
19,29,9.456603e-01,directed
19,30,8.762992e-01,directed
19,31,6.135572e-01,directed
19,32,9.289118e-01,directed
19,34,5.826058e-01,directed
19,37,6.471647e-01,directed
19,38,5.442923e-01,directed
19,39,9.940302e-01,directed
19,40,5.835927e-01,directed
19,41,7.191947e-01,directed
19,43,1,directed
19,44,6.548575e-01,directed
19,45,3.619877e-01,directed
19,47,3.619877e-01,directed
20,7,9.561470e-01,directed
20,11,7.652211e-02,directed
20,12,6.313423e-02,directed
20,13,9.940302e-01,directed
20,14,8.904916e-01,directed
20,15,1.148306e-01,directed
20,18,1,directed
20,25,9.038377e-01,directed
20,26,3.473902e-02,directed
20,31,1.648516e-01,directed
20,34,8.834091e-01,directed
20,37,9.736767e-01,directed
20,39,1.199816e-01,directed
20,40,9.289118e-01,directed
20,41,1.496918e-01,directed
20,43,6.040540e-02,directed
20,44,1.283465e-01,directed
20,45,3.619877e-01,directed
20,47,3.619877e-01,directed
21,1,4.394970e-01,directed
21,3,9.575700e-02,directed
21,5,4.394970e-01,directed
21,7,9.561470e-01,directed
21,8,5.434247e-01,directed
21,10,2.433233e-01,directed
21,11,9.798688e-01,directed
21,12,2.445516e-01,directed
21,13,4.048409e-01,directed
21,14,8.904916e-01,directed
21,15,2.638533e-01,directed
21,16,3.619877e-01,directed
21,17,3.619877e-01,directed
21,18,5.714286e-01,directed
21,22,5.786573e-01,directed
21,24,7.357189e-02,directed
21,25,2.143343e-01,directed
21,26,3.375461e-01,directed
21,29,1.619218e-01,directed
21,30,2.181178e-01,directed
21,31,3.412802e-01,directed
21,32,9.289118e-01,directed
21,34,1.660138e-01,directed
21,37,3.024562e-01,directed
21,38,9.139980e-02,directed
21,39,2.018181e-01,directed
21,40,3.086077e-01,directed
21,41,3.346378e-01,directed
21,43,1,directed
21,44,1,directed
21,45,3.619877e-01,directed
21,47,3.619877e-01,directed
22,3,4.576306e-01,directed
22,6,4.260987e-01,directed
22,7,1.639349e-01,directed
22,8,8.904916e-01,directed
22,10,2.116566e-01,directed
22,11,4.138014e-01,directed
22,12,9.778432e-01,directed
22,13,2.898666e-01,directed
22,14,8.904916e-01,directed
22,15,9.971449e-01,directed
22,18,3.899946e-01,directed
22,24,2.286554e-01,directed
22,25,9.038377e-01,directed
22,26,4.576584e-01,directed
22,29,9.456603e-01,directed
22,30,1.288426e-01,directed
22,31,8.453509e-01,directed
22,32,4.147554e-01,directed
22,34,3.581549e-01,directed
22,37,3.080226e-01,directed
22,38,3.713137e-01,directed
22,39,2.018181e-01,directed
22,40,3.982351e-01,directed
22,41,3.279809e-01,directed
22,43,2.464053e-01,directed
22,44,1,directed
22,45,8.433359e-02,directed
22,47,8.433359e-02,directed
23,1,4.394970e-01,directed
23,3,7.352847e-01,directed
23,5,4.394970e-01,directed
23,6,4.260987e-01,directed
23,7,9.561470e-01,directed
23,8,8.904916e-01,directed
23,10,7.639215e-01,directed
23,11,9.798688e-01,directed
23,12,9.778432e-01,directed
23,13,9.940302e-01,directed
23,14,8.904916e-01,directed
23,15,9.971449e-01,directed
23,16,3.619877e-01,directed
23,17,3.619877e-01,directed
23,18,1,directed
23,22,5.786573e-01,directed
23,24,8.762992e-01,directed
23,25,9.038377e-01,directed
23,26,9.957275e-01,directed
23,29,9.456603e-01,directed
23,30,8.762992e-01,directed
23,31,8.453509e-01,directed
23,32,9.289118e-01,directed
23,34,8.834091e-01,directed
23,37,9.736767e-01,directed
23,38,7.352847e-01,directed
23,39,9.940302e-01,directed
23,40,9.289118e-01,directed
23,41,9.979428e-01,directed
23,43,1,directed
23,44,1,directed
23,45,3.619877e-01,directed
23,47,3.619877e-01,directed
24,8,2.586283e-02,directed
24,12,8.605843e-02,directed
24,13,5.699333e-02,directed
24,14,8.904916e-01,directed
24,15,3.635835e-02,directed
24,17,3.619877e-01,directed
24,18,6.105378e-02,directed
24,22,5.786573e-01,directed
24,25,9.038377e-01,directed
24,26,3.416754e-02,directed
24,30,8.762992e-01,directed
24,32,1.980750e-01,directed
24,34,8.834091e-01,directed
24,37,1.452874e-02,directed
24,39,3.488229e-02,directed
24,40,1.235871e-01,directed
24,41,8.063270e-02,directed
24,43,7.467011e-02,directed
24,44,3.052689e-02,directed
25,3,7.352847e-01,directed
25,7,9.561470e-01,directed
25,11,1.650862e-01,directed
25,12,2.350690e-02,directed
25,13,9.940302e-01,directed
25,15,8.972030e-02,directed
25,18,1,directed
25,24,8.762992e-01,directed
25,26,1.202077e-01,directed
25,29,9.456603e-01,directed
25,30,8.762992e-01,directed
25,31,8.453509e-01,directed
25,34,8.834091e-01,directed
25,37,9.136240e-02,directed
25,39,9.940302e-01,directed
25,40,9.289118e-01,directed
25,41,7.970739e-02,directed
25,43,1,directed
25,44,1.389379e-01,directed
26,7,5.922565e-02,directed
26,12,5.574702e-02,directed
26,13,5.919783e-02,directed
26,14,8.904916e-01,directed
26,15,4.049901e-02,directed
26,18,1.408212e-02,directed
26,25,9.038377e-01,directed
26,29,9.456603e-01,directed
26,31,7.088246e-02,directed
26,37,9.736767e-01,directed
26,39,8.112336e-03,directed
26,41,1.271471e-02,directed
26,43,1.117285e-02,directed
26,44,1.259514e-01,directed
27,1,4.394970e-01,directed
27,5,4.394970e-01,directed
27,7,2.137187e-01,directed
27,11,3.322312e-01,directed
27,12,5.983353e-02,directed
27,13,1.981313e-01,directed
27,15,2.323773e-01,directed
27,16,3.619877e-01,directed
27,17,3.619877e-01,directed
27,18,5.441158e-02,directed
27,22,5.786573e-01,directed
27,24,8.762992e-01,directed
27,25,1.205289e-02,directed
27,26,9.957275e-01,directed
27,29,2.584141e-01,directed
27,30,8.762992e-01,directed
27,31,1.020439e-01,directed
27,32,9.289118e-01,directed
27,34,8.834091e-01,directed
27,37,9.736767e-01,directed
27,38,7.352847e-01,directed
27,39,1.129579e-01,directed
27,40,1.152541e-01,directed
27,41,9.979428e-01,directed
27,43,1,directed
27,44,1.889121e-01,directed
27,45,3.619877e-01,directed
27,47,3.619877e-01,directed
28,1,4.394970e-01,directed
28,5,4.394970e-01,directed
28,7,1.583098e-02,directed
28,8,4.622287e-02,directed
28,11,3.955276e-02,directed
28,12,4.074210e-02,directed
28,13,9.940302e-01,directed
28,14,1.364203e-02,directed
28,15,9.971449e-01,directed
28,16,3.619877e-01,directed
28,17,3.619877e-01,directed
28,18,8.710240e-02,directed
28,22,5.786573e-01,directed
28,24,8.762992e-01,directed
28,26,8.347604e-02,directed
28,30,9.429545e-02,directed
28,32,9.289118e-01,directed
28,34,9.119706e-02,directed
28,37,9.736767e-01,directed
28,38,7.352847e-01,directed
28,39,2.169436e-01,directed
28,40,1.339805e-01,directed
28,41,9.979428e-01,directed
28,43,2.823375e-01,directed
28,44,1.243928e-01,directed
28,45,3.619877e-01,directed
28,47,3.619877e-01,directed
29,1,4.394970e-01,directed
29,5,4.394970e-01,directed
29,6,4.260987e-01,directed
29,7,6.388672e-02,directed
29,8,2.418097e-01,directed
29,11,1.915637e-02,directed
29,12,4.469206e-02,directed
29,13,8.113530e-02,directed
29,15,1.565875e-01,directed
29,18,6.178112e-03,directed
29,25,2.096771e-02,directed
29,26,1.031398e-01,directed
29,30,2.250617e-03,directed
29,32,9.289118e-01,directed
29,34,8.834091e-01,directed
29,37,1.305732e-01,directed
29,39,9.940302e-01,directed
29,40,2.165950e-01,directed
29,41,6.246997e-02,directed
29,43,5.633555e-02,directed
29,44,1,directed
30,7,2.765723e-01,directed
30,11,6.282543e-02,directed
30,12,9.778432e-01,directed
30,13,9.940302e-01,directed
30,14,8.904916e-01,directed
30,15,1.420625e-01,directed
30,16,3.619877e-01,directed
30,18,1,directed
30,25,9.038377e-01,directed
30,26,2.635610e-02,directed
30,29,9.456603e-01,directed
30,32,9.289118e-01,directed
30,34,8.834091e-01,directed
30,37,9.736767e-01,directed
30,39,1.744212e-01,directed
30,40,9.289118e-01,directed
30,41,9.979428e-01,directed
30,43,1.273094e-01,directed
30,44,1,directed
31,3,1.656452e-01,directed
31,7,3.140674e-01,directed
31,8,8.904916e-01,directed
31,10,2.589041e-01,directed
31,11,9.798688e-01,directed
31,12,1.507869e-01,directed
31,13,2.405363e-01,directed
31,14,6.708116e-02,directed
31,15,6.074850e-02,directed
31,16,3.619877e-01,directed
31,18,9.761007e-02,directed
31,22,5.786573e-01,directed
31,24,4.153124e-01,directed
31,25,9.821483e-02,directed
31,26,9.957275e-01,directed
31,29,9.920993e-02,directed
31,30,8.762992e-01,directed
31,32,9.455297e-02,directed
31,34,9.168139e-02,directed
31,37,4.738097e-02,directed
31,38,7.352847e-01,directed
31,39,9.940302e-01,directed
31,40,9.289118e-01,directed
31,41,1.635841e-01,directed
31,43,1.335029e-01,directed
31,44,2.699827e-01,directed
32,7,1.292100e-01,directed
32,8,8.904916e-01,directed
32,11,6.157292e-02,directed
32,12,5.538744e-02,directed
32,13,2.951744e-02,directed
32,14,3.751695e-03,directed
32,15,9.971449e-01,directed
32,18,1.055221e-01,directed
32,24,8.762992e-01,directed
32,25,9.038377e-01,directed
32,26,8.931727e-03,directed
32,29,9.456603e-01,directed
32,31,6.328618e-02,directed
32,34,5.207691e-02,directed
32,37,9.736767e-01,directed
32,39,9.940302e-01,directed
32,40,2.099501e-02,directed
32,41,2.752732e-01,directed
32,43,9.959416e-02,directed
32,44,6.105378e-02,directed
33,1,4.394970e-01,directed
33,3,6.221992e-02,directed
33,5,4.394970e-01,directed
33,6,4.260987e-01,directed
33,10,7.639215e-01,directed
33,12,9.778432e-01,directed
33,13,9.940302e-01,directed
33,14,1.905565e-03,directed
33,15,5.508012e-02,directed
33,16,3.619877e-01,directed
33,17,3.619877e-01,directed
33,18,1,directed
33,22,5.786573e-01,directed
33,24,1.792993e-01,directed
33,26,9.957275e-01,directed
33,29,9.456603e-01,directed
33,30,1.889952e-01,directed
33,31,3.426302e-02,directed
33,32,1.307505e-01,directed
33,34,8.834091e-01,directed
33,37,9.736767e-01,directed
33,38,7.352847e-01,directed
33,39,2.236042e-01,directed
33,40,9.289118e-01,directed
33,41,9.979428e-01,directed
33,43,1,directed
33,44,2.072084e-02,directed
33,45,3.619877e-01,directed
33,47,3.619877e-01,directed
34,1,4.394970e-01,directed
34,5,4.394970e-01,directed
34,6,4.260987e-01,directed
34,7,9.561470e-01,directed
34,8,2.285684e-01,directed
34,10,7.639215e-01,directed
34,11,6.677645e-03,directed
34,12,9.778432e-01,directed
34,13,1.491077e-01,directed
34,14,8.904916e-01,directed
34,15,1.254914e-01,directed
34,18,1.780767e-01,directed
34,25,1.822784e-01,directed
34,26,1.627915e-01,directed
34,29,9.456603e-01,directed
34,30,1.506309e-01,directed
34,32,1.094892e-01,directed
34,37,2.105023e-01,directed
34,38,9.320509e-02,directed
34,39,1.731120e-01,directed
34,40,1.019748e-01,directed
34,41,9.979428e-01,directed
34,43,1.289157e-01,directed
34,44,1,directed
35,1,4.394970e-01,directed
35,3,7.352847e-01,directed
35,5,4.394970e-01,directed
35,6,4.260987e-01,directed
35,7,8.076524e-02,directed
35,8,8.904916e-01,directed
35,10,7.639215e-01,directed
35,11,1.742459e-01,directed
35,12,9.778432e-01,directed
35,13,1.942662e-01,directed
35,15,1.408325e-01,directed
35,16,3.619877e-01,directed
35,17,3.619877e-01,directed
35,22,5.786573e-01,directed
35,24,1.674729e-02,directed
35,26,9.957275e-01,directed
35,29,9.456603e-01,directed
35,30,8.762992e-01,directed
35,32,9.289118e-01,directed
35,34,6.862657e-02,directed
35,37,3.144684e-02,directed
35,38,1.732607e-01,directed
35,39,9.940302e-01,directed
35,40,5.984742e-02,directed
35,41,9.979428e-01,directed
35,43,1,directed
35,44,1.436876e-01,directed
35,45,3.619877e-01,directed
35,47,3.619877e-01,directed
36,6,4.260987e-01,directed
36,7,3.229386e-02,directed
36,8,8.904916e-01,directed
36,10,7.639215e-01,directed
36,11,6.677645e-03,directed
36,12,2.814948e-01,directed
36,15,1.700886e-01,directed
36,16,3.619877e-01,directed
36,18,5.364374e-02,directed
36,26,9.957275e-01,directed
36,30,8.762992e-01,directed
36,32,9.289118e-01,directed
36,34,8.834091e-01,directed
36,37,9.736767e-01,directed
36,38,7.352847e-01,directed
36,39,4.577727e-03,directed
36,40,1.232889e-01,directed
36,41,9.979428e-01,directed
36,43,1,directed
36,44,2.548621e-01,directed
36,45,3.619877e-01,directed
36,47,3.619877e-01,directed
37,7,9.561470e-01,directed
37,8,8.153064e-02,directed
37,11,5.295085e-02,directed
37,12,3.914643e-02,directed
37,13,5.203060e-03,directed
37,14,1.299364e-01,directed
37,15,9.971449e-01,directed
37,18,3.033700e-02,directed
37,24,8.762992e-01,directed
37,26,7.053171e-02,directed
37,29,8.559199e-03,directed
37,34,7.729991e-02,directed
37,39,3.417292e-02,directed
37,41,4.688620e-02,directed
37,43,2.072084e-02,directed
37,44,1,directed
38,7,1.745712e-01,directed
38,8,8.904916e-01,directed
38,10,2.433233e-01,directed
38,11,1.564583e-01,directed
38,12,9.778432e-01,directed
38,13,1.843672e-01,directed
38,14,2.338490e-01,directed
38,15,1.048846e-01,directed
38,18,2.657478e-01,directed
38,22,2.429560e-01,directed
38,24,1.210466e-01,directed
38,25,5.738727e-02,directed
38,26,9.957275e-01,directed
38,29,2.064693e-01,directed
38,30,8.762992e-01,directed
38,31,2.771200e-01,directed
38,32,9.215479e-02,directed
38,34,1.872958e-01,directed
38,37,3.500257e-01,directed
38,39,9.940302e-01,directed
38,40,2.104819e-01,directed
38,41,1.522427e-01,directed
38,43,1.114139e-01,directed
38,44,1.082152e-01,directed
39,3,7.352847e-01,directed
39,6,4.260987e-01,directed
39,7,9.561470e-01,directed
39,8,8.904916e-01,directed
39,10,7.639215e-01,directed
39,11,2.358210e-02,directed
39,13,9.940302e-01,directed
39,15,4.768296e-02,directed
39,16,3.619877e-01,directed
39,17,3.619877e-01,directed
39,18,1,directed
39,22,5.786573e-01,directed
39,26,2.257983e-01,directed
39,29,2.002641e-01,directed
39,30,1.210466e-01,directed
39,31,8.453509e-01,directed
39,32,9.987399e-02,directed
39,37,9.736767e-01,directed
39,38,4.115084e-02,directed
39,40,1.932957e-01,directed
39,41,9.979428e-01,directed
39,43,1.320428e-02,directed
39,44,2.680889e-02,directed
40,7,9.309000e-02,directed
40,11,6.880536e-02,directed
40,12,1.471024e-01,directed
40,13,3.488229e-02,directed
40,14,8.904916e-01,directed
40,15,9.971449e-01,directed
40,18,3.369112e-02,directed
40,25,9.038377e-01,directed
40,26,7.143343e-02,directed
40,29,9.456603e-01,directed
40,30,4.037380e-02,directed
